name,draft_year,position,college,conference_tier,combine_forty,combine_speed_score,games_college,production_score,draft_round,draft_grade,nfl_success,experience_years,pro_bowls,seasons_started,career_av,height_in,weight_lb,vertical,bench,broad_in,cone,shuttle,age
Michael Hawthorne,2000,DB,Purdue,4,,,,,6,2,0,6,0,0,10.0,,,,,,,,23.0
Emanuel Smith,2000,WR,Arkansas,3,,,,,6,2,0,1,0,0,0.0,,,,,,,,24.0
Robaire Smith,2000,DE,Michigan State,3,4.88,33.85,,,6,2,1,11,0,6,39.0,76.0,275.0,,,,,,22.0
Matt Bowen,2000,DB,Iowa,3,4.49,46.67,,,6,2,0,7,0,1,13.0,73.0,201.0,33.0,12.0,115.0,7.06,4.09,23.0
Tom Brady,2000,QB,Michigan,1,5.28,0.0,,,6,2,1,23,15,21,184.0,76.0,211.0,24.5,,99.0,7.2,4.38,23.0
Sherrod Gideon,2000,WR,Southern Miss,10,4.66,8.0,,,6,2,0,0,0,0,0.0,71.0,173.0,,,,,,
David Nugent,2000,DE,Purdue,4,,,,,6,2,0,3,0,0,2.0,,,,,,,,22.0
Todd Husak,2000,QB,Stanford,3,5.2,0.0,,,6,2,0,1,0,0,0.0,75.0,216.0,27.5,,99.0,7.17,4.41,22.0
Damen Wheeler,2000,DB,Colorado,3,4.51,42.22,,,6,2,0,2,0,0,0.0,69.0,179.0,35.0,11.0,115.0,7.21,4.27,23.0
Jason Gavadza,2000,TE,Kent State,8,4.62,63.33,,,6,2,0,0,0,0,0.0,75.0,249.0,32.5,22.0,113.0,7.15,4.3,
JaJuan Seider,2000,QB,Florida A&M,2,,,,,6,2,0,0,0,0,0.0,,,,,,,,
Brad Bedell,2000,OT,Colorado,3,5.07,62.35,,,6,2,0,7,0,0,4.0,76.0,302.0,31.5,17.0,103.0,7.76,4.58,23.0
Manuia Savea,2000,OG,Arizona,4,5.34,28.0,,,7,2,0,0,0,0,0.0,74.0,308.0,25.0,24.0,92.0,,,
Desmond Kitchings,2000,WR,Furman,9,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Eric Chandler,2000,DE,Jackson State,10,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Brad St. Louis,2000,TE,Missouri State,4,,,,,7,2,0,10,0,0,6.0,,,,,,,,24.0
Darrick Vaughn,2000,DB,Texas State,2,4.53,37.78,,,7,2,0,4,0,0,12.0,71.0,196.0,36.5,14.0,121.0,7.09,4.16,21.0
Tim Rattay,2000,QB,Louisiana Tech,5,4.91,23.75,,,7,2,0,8,0,1,12.0,72.0,215.0,25.5,,100.0,7.34,4.21,23.0
Mike Green,2000,RB,Houston,6,4.78,3.33,,,7,2,0,3,0,0,2.0,72.0,253.0,28.5,25.0,108.0,7.08,4.34,24.0
Jarious Jackson,2000,QB,Notre Dame,2,4.68,52.5,,,7,2,0,4,0,0,0.0,72.0,226.0,,,109.0,,,23.0
Sekou Sanyika,2000,LB,California,4,4.75,20.0,,,7,2,0,2,0,0,3.0,75.0,241.0,32.5,,111.0,7.33,4.38,22.0
Delbert Cowsette,2000,DT,Maryland,4,,,,,7,2,0,3,0,0,3.0,,,,,,,,23.0
Jeremiah Parker,2000,DE,California,4,,,,,7,2,0,1,0,0,0.0,,,,,,,,22.0
Richard Seals,2000,DT,Utah,3,5.13,27.5,,,7,2,0,0,0,0,0.0,74.0,316.0,28.5,24.0,102.0,7.78,4.6,
Orantes Grant,2000,LB,Georgia,1,,,,,7,2,0,4,0,0,2.0,,,,,,,,22.0
Andrew Kline,2000,OG,San Diego State,7,5.43,16.0,,,7,2,0,0,0,0,0.0,74.0,305.0,28.0,26.0,103.0,7.54,4.6,
Lester Towns,2000,LB,Washington,2,,,,,7,2,0,6,0,2,18.0,,,,,,,,23.0
Jason Thomas,2000,OG,Hampton,10,5.22,44.0,,,7,2,0,4,0,0,1.0,75.0,300.0,29.5,23.0,100.0,7.99,,23.0
James Cotton,2000,LB,Ohio State,1,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Mark Tauscher,2000,OT,Wisconsin,3,5.37,27.06,,,7,2,1,11,0,9,55.0,75.0,318.0,27.0,22.0,90.0,7.91,4.84,23.0
Rashidi Barnes,2000,DB,Colorado,3,4.62,17.78,,,7,2,0,1,0,0,1.0,72.0,208.0,35.0,10.0,114.0,6.92,4.32,22.0
Casey Tisdale,2000,LB,New Mexico,7,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Mondriel Fulcher,2000,TE,Miami (FL),2,4.85,25.0,,,7,2,0,3,0,0,0.0,75.0,253.0,27.0,18.0,116.0,7.46,4.52,23.0
Kevin Houser,2000,C,Ohio State,1,,,,,7,2,0,11,0,0,15.0,,,,,,,,23.0
Ron Moore,2000,DT,NW Oklahoma State,10,,,,,7,2,0,2,0,0,0.0,,,,,,,,23.0
Brian Jennings,2000,TE,Arizona State,3,,,,,7,2,1,13,2,0,0.0,,,,,,,,23.0
Clifton Black,2000,DB,Texas State,2,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Jeff Harris,2000,DB,Georgia,1,4.53,37.78,,,7,2,0,0,0,0,0.0,72.0,190.0,34.5,,114.0,6.73,4.25,
Drew Haddad,2000,WR,Buffalo,8,,,,,7,2,0,5,0,0,0.0,,,,,,,,22.0
Joe Hamilton,2000,QB,Georgia Tech,3,4.81,36.25,,,7,2,0,1,0,0,0.0,70.0,192.0,,,106.0,,,23.0
Rob Renes,2000,DT,Michigan,1,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Erik Olson,2000,DB,Colorado State,7,4.63,15.56,,,7,2,0,1,0,0,1.0,73.0,208.0,35.0,17.0,115.0,6.81,4.21,23.0
Wes Shivers,2000,OT,Mississippi State,3,5.65,0.0,,,7,2,0,1,0,0,0.0,77.0,318.0,22.5,18.0,98.0,8.48,4.81,23.0
Rodregis Brooks,2000,DB,UAB,6,,,,,7,2,0,2,0,0,0.0,,,,,,,,22.0
Patrick Pass,2000,FB,Georgia,1,,,,,7,2,0,8,0,0,10.0,,,,,,,,22.0
Mike Malano,2000,C,San Diego State,7,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Rob Meier,2000,DE,Washington State,4,4.99,16.92,,,7,2,1,9,0,3,30.0,77.0,284.0,30.5,27.0,113.0,7.49,4.52,23.0
Charles Lee,2000,WR,UCF,4,4.56,28.0,,,7,2,0,6,0,0,7.0,73.0,202.0,35.5,,125.0,7.3,4.25,22.0
Shyrone Stith,2000,RB,Virginia Tech,3,4.6,33.33,,,7,2,0,3,0,0,0.0,67.0,204.0,35.0,13.0,111.0,7.14,4.14,22.0
Giles Cole,2000,TE,Texas A&M-Kingsville,2,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Danny Clark,2000,LB,Illinois,4,4.75,20.0,,,7,2,1,11,0,8,39.0,74.0,245.0,,20.0,,,,23.0
Leroy Fields,2000,WR,Jackson State,10,,,,,7,2,0,0,0,0,0.0,,,,,,,,
Mark Baniewicz,2000,OT,Syracuse,4,5.34,30.59,,,7,2,0,0,0,0,0.0,78.0,312.0,28.0,20.0,96.0,7.72,4.73,
Lewis Kelly,2000,OT,South Carolina State,3,,,,,7,2,0,6,0,0,4.0,,,,,,,,23.0
Eugene McCaslin,2000,LB,Florida,2,,,,,7,2,0,1,0,0,0.0,,,,,,,,23.0
Ethan Howell,2000,WR,Oklahoma State,3,4.56,28.0,,,7,2,0,0,0,0,0.0,71.0,186.0,,16.0,,6.98,4.13,
DaShon Polk,2000,LB,Arizona,4,4.75,20.0,,,7,2,0,7,0,1,10.0,74.0,233.0,32.0,18.0,111.0,7.43,4.45,23.0
Rondell Mealey,2000,RB,LSU,1,4.69,18.33,,,7,2,0,3,0,0,2.0,72.0,212.0,33.0,,120.0,6.89,4.15,23.0
Alfonso Boone,2000,DT,Mount San Antonio JC,10,,,,,7,2,0,11,0,1,23.0,,,,,,,,24.0
Michael Green,2000,DB,Northwestern State (LA),5,,,,,7,2,0,9,0,2,22.0,,,,,,,,23.0
Michael Vick,2001,QB,Virginia Tech,3,4.33,96.25,,,1,0,1,15,4,7,92.0,72.0,210.0,,,,,,21.0
Leonard Davis,2001,OT,Texas,2,5.32,32.94,,,1,0,1,12,3,10,66.0,78.0,370.0,28.0,33.0,97.0,8.72,5.18,23.0
Gerard Warren,2001,DT,Florida,2,5.0,43.75,,,1,0,1,11,0,9,49.0,76.0,325.0,,,,,,23.0
Justin Smith,2001,DE,Missouri,4,4.64,70.77,,,1,0,1,14,5,14,101.0,76.0,267.0,34.0,26.0,117.0,,,21.0
LaDainian Tomlinson,2001,RB,TCU,3,4.46,56.67,,,1,0,1,11,5,10,129.0,70.0,221.0,40.5,18.0,124.0,6.84,4.21,22.0
Richard Seymour,2001,DE,Georgia,1,4.95,23.08,,,1,0,1,12,7,11,91.0,78.0,299.0,,,,,,21.0
Andre Carter,2001,DE,California,4,4.84,40.0,,,1,0,1,13,1,10,59.0,76.0,249.0,38.5,20.0,132.0,,4.24,22.0
David Terrell,2001,WR,Michigan,1,4.43,54.0,,,1,0,0,5,0,1,11.0,75.0,213.0,,,,,,22.0
Koren Robinson,2001,WR,NC State,4,4.61,18.0,,,1,0,1,8,1,4,35.0,73.0,211.0,,,,,,21.0
Jamal Reynolds,2001,DE,Florida State,2,4.72,58.46,,,1,0,0,3,0,0,3.0,75.0,267.0,,,,,,22.0
Dan Morgan,2001,LB,Miami (FL),2,4.54,62.0,,,1,0,1,7,1,5,30.0,74.0,240.0,,,,,,22.0
Damione Lewis,2001,DT,Miami (FL),2,4.9,56.25,,,1,0,1,10,0,3,32.0,75.0,293.0,,22.0,,,,23.0
Marcus Stroud,2001,DT,Georgia,1,5.13,27.5,,,1,0,1,10,3,9,67.0,78.0,321.0,30.0,21.0,110.0,8.07,4.72,23.0
Kenyatta Walker,2001,OT,Florida,2,5.17,50.59,,,1,0,1,6,0,5,29.0,77.0,311.0,31.5,24.0,109.0,7.7,4.6,22.0
Rod Gardner,2001,WR,Clemson,1,4.48,44.0,,,1,0,1,6,0,4,25.0,74.0,219.0,,,,,,23.0
Santana Moss,2001,WR,Miami (FL),2,4.31,78.0,,,1,0,1,14,1,9,72.0,70.0,184.0,,,,,,22.0
Steve Hutchinson,2001,OG,Michigan,1,5.15,53.33,,,1,0,1,12,7,11,94.0,77.0,315.0,33.5,31.0,106.0,,4.74,23.0
Jeff Backus,2001,OT,Michigan,1,5.37,27.06,,,1,0,1,12,0,12,61.0,77.0,310.0,27.0,25.0,99.0,8.27,4.67,23.0
Casey Hampton,2001,NT,Texas,2,5.25,0.0,,,1,0,1,12,5,11,73.0,73.0,314.0,,34.0,,,,24.0
Adam Archuleta,2001,DB,Arizona State,3,4.46,53.33,,,1,0,1,7,0,7,31.0,72.0,211.0,,31.0,,,,23.0
Nate Clements,2001,DB,Ohio State,1,4.38,71.11,,,1,0,1,12,1,11,61.0,71.0,209.0,,,,,,21.0
Will Allen,2001,DB,Syracuse,4,4.44,57.78,,,1,0,1,11,0,8,41.0,70.0,192.0,39.5,14.0,121.0,6.78,3.9,23.0
Deuce McAllister,2001,RB,Ole Miss,3,4.41,65.0,,,1,0,1,8,2,4,55.0,73.0,222.0,,,,,,22.0
Willie Middlebrooks,2001,DB,Minnesota,4,4.5,44.44,,,1,0,0,5,0,0,4.0,74.0,200.0,,17.0,,,,22.0
Freddie Mitchell,2001,WR,UCLA,5,4.46,48.0,,,1,0,0,4,0,1,13.0,71.0,185.0,39.5,,120.0,6.95,4.06,22.0
Jamar Fletcher,2001,DB,Wisconsin,3,4.48,48.89,,,1,0,0,8,0,0,9.0,69.0,180.0,,,,,,22.0
Michael Bennett,2001,RB,Wisconsin,3,4.38,70.0,,,1,0,1,10,1,3,34.0,69.0,207.0,39.5,13.0,130.0,,,23.0
Derrick Gibson,2001,DB,Florida State,2,4.45,55.56,,,1,0,0,6,0,2,13.0,74.0,218.0,,17.0,,,,22.0
Ryan Pickett,2001,DT,Ohio State,1,5.1,31.25,,,1,0,1,14,0,13,58.0,74.0,309.0,,,,,,21.0
Reggie Wayne,2001,WR,Miami (FL),2,4.45,50.0,,,1,0,1,14,6,13,116.0,72.0,198.0,,,,,,22.0
Todd Heap,2001,TE,Arizona State,3,4.68,53.33,,,1,0,1,12,2,8,43.0,77.0,252.0,,,,,,21.0
Drew Brees,2001,QB,Purdue,4,4.83,33.75,,,2,0,1,20,13,19,167.0,72.0,213.0,32.0,,105.0,7.09,4.21,22.0
Quincy Morgan,2001,WR,Kansas State,4,4.48,44.0,,,2,0,1,6,0,4,20.0,73.0,211.0,,,,,,23.0
Kyle Vanden Bosch,2001,DE,Nebraska,3,4.75,53.85,,,2,0,1,12,3,9,58.0,76.0,270.0,36.5,26.0,119.0,6.82,4.08,22.0
Alge Crumpler,2001,TE,North Carolina,3,4.76,40.0,,,2,0,1,10,4,10,41.0,74.0,266.0,34.0,22.0,112.0,7.38,4.43,23.0
Chad Johnson,2001,WR,Oregon State,4,4.57,26.0,,,2,0,1,11,6,9,85.0,73.0,192.0,33.0,,108.0,7.51,4.14,23.0
Idrees Bashir,2001,DB,Memphis,6,4.56,31.11,,,2,0,1,7,0,4,19.0,74.0,206.0,40.0,22.0,126.0,7.14,4.2,22.0
Anthony Thomas,2001,RB,Michigan,1,4.58,36.67,,,2,0,1,7,0,3,27.0,74.0,229.0,32.5,20.0,115.0,7.48,4.44,23.0
Kendrell Bell,2001,LB,Georgia,1,4.64,42.0,,,2,0,1,7,1,5,40.0,73.0,234.0,38.5,24.0,124.0,7.25,4.5,23.0
Ken Lucas,2001,DB,Ole Miss,3,4.45,55.56,,,2,0,1,9,0,7,46.0,72.0,200.0,,,,,,22.0
Robert Ferguson,2001,WR,Texas A&M,2,4.48,44.0,,,2,0,1,8,0,3,18.0,73.0,205.0,36.5,,120.0,7.24,4.07,21.0
Tommy Polley,2001,LB,Florida State,2,4.55,60.0,,,2,0,1,5,0,5,30.0,76.0,234.0,,,,,,23.0
Maurice Williams,2001,OT,Michigan,1,5.2,47.06,,,2,0,1,9,0,6,47.0,77.0,304.0,,24.0,,,,22.0
Kris Jenkins,2001,DT,Maryland,4,5.19,20.0,,,2,0,1,10,4,6,68.0,77.0,318.0,31.0,33.0,108.0,7.85,4.4,22.0
Fred Smoot,2001,DB,Mississippi State,3,4.48,48.89,,,2,0,1,9,0,7,40.0,71.0,172.0,,,,,,22.0
Aaron Schobel,2001,DE,TCU,3,4.75,53.85,,,2,0,1,9,2,8,62.0,76.0,263.0,38.0,,119.0,7.16,4.03,24.0
Jamie Winborn,2001,LB,Vanderbilt,4,4.63,44.0,,,2,0,0,10,0,2,18.0,71.0,229.0,35.5,,111.0,,,22.0
Matt Light,2001,OT,Purdue,4,5.29,36.47,,,2,0,1,11,3,10,89.0,77.0,311.0,,26.0,,7.84,4.49,23.0
LaMont Jordan,2001,RB,Maryland,4,4.57,38.33,,,2,0,1,9,0,2,30.0,70.0,234.0,,24.0,,,,22.0
Dominic Raiola,2001,C,Nebraska,3,5.13,62.67,,,2,0,1,14,0,13,64.0,74.0,307.0,33.0,29.0,108.0,7.55,4.35,22.0
Paul Toviessi,2001,DE,Marshall,8,4.78,49.23,,,2,0,0,0,0,0,0.0,78.0,260.0,33.5,,120.0,7.06,4.32,
Chris Chambers,2001,WR,Wisconsin,3,4.33,74.0,,,2,0,1,10,1,8,58.0,72.0,210.0,45.0,,134.0,,4.0,23.0
Quincy Carter,2001,QB,Georgia,1,4.58,65.0,,,2,0,0,4,0,2,16.0,74.0,225.0,35.5,,113.0,7.12,4.12,23.0
Michael Stone,2001,DB,Memphis,6,4.51,42.22,,,2,0,0,6,0,0,4.0,71.0,191.0,41.0,17.0,127.0,,,23.0
Quinton Caver,2001,LB,Arkansas,3,4.67,36.0,,,2,0,0,5,0,0,5.0,76.0,227.0,37.5,23.0,118.0,7.66,4.25,23.0
Tony Dixon,2001,DB,Alabama,1,4.63,15.56,,,2,0,0,4,0,0,9.0,73.0,213.0,37.0,17.0,117.0,7.38,,22.0
Willie Howard,2001,DE,Stanford,3,4.94,24.62,,,2,0,0,1,0,0,1.0,75.0,295.0,,23.0,,,,23.0
Travis Henry,2001,RB,Tennessee,2,4.61,31.67,,,2,0,1,7,1,4,41.0,69.0,223.0,,23.0,,,,22.0
Marques Tuiasosopo,2001,QB,Washington,2,4.71,48.75,,,2,0,0,8,0,0,1.0,73.0,223.0,35.5,,115.0,7.36,4.35,22.0
Andre Dyson,2001,DB,Utah,3,4.4,66.67,,,2,0,1,7,0,5,31.0,70.0,179.0,,,119.0,,,22.0
Shaun Rogers,2001,DT,Texas,2,5.28,8.75,,,2,0,1,13,3,8,57.0,76.0,320.0,,,,,,22.0
Gary Baxter,2001,DB,Baylor,3,4.53,37.78,,,2,0,1,6,0,3,20.0,74.0,204.0,37.5,,122.0,7.39,4.21,22.0
Derrick Burgess,2001,DE,Ole Miss,3,4.92,27.69,,,3,1,1,10,2,4,40.0,74.0,264.0,40.0,24.0,125.0,7.85,,23.0
Adrian Wilson,2001,DB,NC State,4,,,,,3,1,1,12,5,11,68.0,,,,,,,,21.0
James Jackson,2001,RB,Miami (FL),2,4.55,41.67,,,3,1,0,5,0,1,9.0,70.0,210.0,,,,,,25.0
Sean Brewer,2001,TE,San Jose State,7,4.73,45.0,,,3,1,0,3,0,0,0.0,76.0,255.0,36.0,14.0,117.0,7.37,4.18,23.0
Tay Cody,2001,DB,Florida State,2,4.55,33.33,,,3,1,0,3,0,1,4.0,69.0,181.0,,11.0,,,,23.0
Mike Gandy,2001,OT,Notre Dame,2,5.2,47.06,,,3,1,1,9,0,7,42.0,76.0,305.0,30.5,,103.0,8.03,4.71,22.0
Eric Kelly,2001,DB,Kentucky,4,4.46,53.33,,,3,1,0,3,0,2,9.0,70.0,199.0,36.0,15.0,120.0,7.24,4.18,24.0
Sedrick Hodge,2001,LB,North Carolina,3,4.49,72.0,,,3,1,1,5,0,3,17.0,76.0,244.0,32.0,21.0,120.0,,4.09,22.0
Bhawoh Jue,2001,DB,Penn State,2,4.54,35.56,,,3,1,0,7,0,1,14.0,72.0,199.0,34.5,,113.0,7.21,4.27,22.0
Torrance Marshall,2001,LB,Oklahoma,2,4.7,30.0,,,3,1,0,4,0,0,7.0,74.0,249.0,,,,,,24.0
Eric Westmoreland,2001,LB,Tennessee,2,4.63,44.0,,,3,1,0,4,0,0,5.0,72.0,236.0,36.5,21.0,115.0,7.47,4.21,24.0
Steve Smith Sr.,2001,WR,Utah,3,4.41,58.0,,,3,1,1,16,5,14,102.0,69.0,184.0,38.5,,121.0,7.44,4.25,22.0
Eric Downing,2001,DT,Syracuse,4,5.23,15.0,,,3,1,0,4,0,1,7.0,75.0,302.0,,27.0,,,,22.0
Ron Edwards,2001,DT,Texas A&M,2,4.86,61.25,,,3,1,1,12,0,6,37.0,75.0,293.0,,,,,,22.0
Snoop Minnis,2001,WR,Florida State,2,4.57,26.0,,,3,1,0,2,0,1,5.0,73.0,171.0,37.5,,115.0,7.06,4.07,24.0
Will Peterson,2001,DB,Western Illinois,10,,,,,3,1,1,10,0,3,23.0,,,,,,,,22.0
Kareem McKenzie,2001,OT,Penn State,2,5.33,31.76,,,3,1,1,11,0,10,62.0,78.0,328.0,33.0,20.0,104.0,7.87,4.8,22.0
Kevan Barlow,2001,RB,Pittsburgh,3,4.56,40.0,,,3,1,1,6,0,2,36.0,73.0,235.0,,,,,,22.0
Kenny Smith,2001,DT,Alabama,1,5.24,13.75,,,3,1,0,9,0,1,7.0,75.0,299.0,30.0,,100.0,8.0,4.8,23.0
Heath Evans,2001,FB,Auburn,2,4.56,67.69,,,3,1,0,10,0,0,8.0,72.0,246.0,34.5,30.0,111.0,7.3,4.24,22.0
Brian Allen,2001,LB,Florida State,2,4.65,40.0,,,3,1,0,4,0,0,8.0,72.0,238.0,,25.0,,,,23.0
Dwight Smith,2001,DB,Akron,10,4.51,42.22,,,3,1,1,8,0,5,34.0,70.0,212.0,33.5,15.0,114.0,,,23.0
Travis Minor,2001,RB,Florida State,2,4.44,60.0,,,3,1,0,8,0,0,10.0,70.0,197.0,32.0,9.0,115.0,,,22.0
Brock Williams,2001,DB,Notre Dame,2,4.46,53.33,,,3,1,0,4,0,0,1.0,70.0,183.0,42.5,11.0,130.0,6.7,4.21,22.0
Reggie Hayward,2001,DE,Iowa State,4,4.91,29.23,,,3,1,1,9,0,3,32.0,77.0,255.0,41.0,21.0,127.0,7.43,4.43,22.0
Morlon Greenwood,2001,LB,Syracuse,4,4.69,32.0,,,3,1,1,8,0,8,39.0,72.0,237.0,33.5,21.0,112.0,7.62,4.08,23.0
DeLawrence Grant,2001,DE,Oregon State,4,4.77,50.77,,,3,1,0,5,0,2,12.0,75.0,280.0,,,,,,21.0
Shad Meier,2001,TE,Kansas State,4,4.85,25.0,,,3,1,0,5,0,0,3.0,77.0,256.0,34.0,20.0,113.0,7.14,4.15,23.0
Cory Bird,2001,DB,Virginia Tech,3,4.6,22.22,,,3,1,0,4,0,0,6.0,70.0,217.0,,22.0,,,,23.0
Casey Rabach,2001,C,Wisconsin,3,5.23,49.33,,,3,1,1,10,0,7,44.0,76.0,298.0,,19.0,,,,23.0
Willie Blade,2001,DT,Mississippi State,3,4.93,52.5,,,3,1,0,4,0,1,8.0,75.0,316.0,,,,,,22.0
James Boyd,2001,DB,Penn State,2,4.59,24.44,,,3,1,0,2,0,0,2.0,71.0,207.0,32.5,,117.0,7.29,4.24,23.0
Jonas Jennings,2001,OT,Georgia,1,5.31,34.12,,,3,1,1,8,0,5,29.0,76.0,334.0,29.5,31.0,102.0,8.08,4.93,23.0
Kenyatta Jones,2001,OT,South Florida,6,5.01,69.41,,,4,1,0,4,0,1,7.0,75.0,308.0,,31.0,,,,22.0
Anthony Henry,2001,DB,South Florida,6,4.6,22.22,,,4,1,1,9,0,5,38.0,73.0,198.0,41.0,15.0,126.0,6.9,4.2,24.0
Bill Gramatica,2001,K,South Florida,6,,,,,4,1,0,4,0,0,7.0,,,,,,,,23.0
Roberto Garza,2001,OG,Texas A&M-Kingsville,2,5.0,73.33,,,4,1,1,14,0,11,61.0,74.0,303.0,32.5,37.0,114.0,7.71,4.53,22.0
Rudi Johnson,2001,RB,Auburn,2,4.57,38.33,,,4,1,1,8,1,5,46.0,70.0,227.0,37.5,24.0,119.0,7.32,4.22,21.0
Jamie Henderson,2001,DB,Georgia,1,4.48,48.89,,,4,1,0,3,0,0,3.0,73.0,202.0,40.5,10.0,125.0,6.9,4.12,22.0
Matt Stewart,2001,LB,Vanderbilt,4,,,,,4,1,1,6,0,4,26.0,,,,,,,,22.0
Karon Riley,2001,LB,Minnesota,4,4.75,20.0,,,4,1,0,4,0,0,1.0,74.0,264.0,,,,,,23.0
Orlando Huff,2001,LB,Fresno State,7,4.7,30.0,,,4,1,1,6,0,3,22.0,74.0,245.0,,16.0,,,,23.0
Bill Ferrario,2001,OG,Wisconsin,3,5.3,33.33,,,4,1,0,2,0,0,1.0,74.0,314.0,,17.0,,,,22.0
Chris Weinke,2001,QB,Florida State,2,5.2,0.0,,,4,1,0,7,0,1,9.0,76.0,226.0,,,,,,29.0
Monty Beisel,2001,LB,Kansas State,4,4.83,4.0,,,4,1,0,9,0,0,13.0,76.0,270.0,34.5,25.0,110.0,7.32,4.28,23.0
George Layne,2001,RB,TCU,3,4.59,35.0,,,4,1,0,4,0,0,0.0,71.0,242.0,32.0,,115.0,7.08,4.19,22.0
Sage Rosenfels,2001,QB,Iowa State,4,4.74,45.0,,,4,1,0,10,0,0,13.0,76.0,228.0,34.0,,107.0,7.07,4.29,23.0
Brandon Spoon,2001,LB,North Carolina,3,4.75,20.0,,,4,1,0,1,0,1,5.0,74.0,245.0,35.5,33.0,110.0,7.3,4.15,23.0
Mathias Nkwenti,2001,OT,Temple,6,5.57,3.53,,,4,1,0,3,0,0,0.0,75.0,293.0,35.5,29.0,113.0,7.66,4.18,23.0
Carlos Polk,2001,LB,Nebraska,3,4.76,18.0,,,4,1,0,8,0,0,7.0,74.0,251.0,,,,,,24.0
Ben Hamilton,2001,OG,Minnesota,4,5.26,38.67,,,4,1,1,10,0,7,54.0,77.0,303.0,33.5,17.0,106.0,7.62,4.62,24.0
Cedric Scott,2001,DE,Southern Miss,10,4.86,36.92,,,4,1,0,2,0,0,1.0,78.0,281.0,35.5,23.0,107.0,7.67,4.37,23.0
Moran Norris,2001,FB,Kansas,10,4.63,56.92,,,4,1,1,11,0,4,1.0,73.0,250.0,31.0,37.0,114.0,7.56,4.5,23.0
Milton Wynn,2001,WR,Washington State,4,,,,,4,1,0,2,0,0,1.0,,,,,,,,22.0
John Howell,2001,DB,Colorado State,7,4.64,13.33,,,4,1,0,6,0,0,7.0,72.0,204.0,37.0,14.0,121.0,6.87,4.12,23.0
Ryan Diem,2001,OT,Northern Illinois,8,5.13,55.29,,,4,1,1,11,0,10,72.0,79.0,338.0,34.0,,102.0,7.5,4.46,22.0
Jabari Holloway,2001,TE,Notre Dame,2,4.91,15.0,,,4,1,0,3,0,2,1.0,74.0,253.0,38.5,20.0,113.0,7.14,4.4,22.0
Nick Harris,2001,P,California,4,,,,,4,1,0,12,0,0,18.0,74.0,221.0,,,,,,23.0
Correll Buckhalter,2001,RB,Nebraska,3,4.53,45.0,,,4,1,0,10,0,0,27.0,72.0,226.0,40.0,11.0,123.0,7.08,4.06,22.0
Markus Steele,2001,LB,USC,2,4.62,46.0,,,4,1,0,3,0,1,8.0,75.0,232.0,33.0,,119.0,7.15,4.5,22.0
Marcus Bell,2001,DT,Memphis,6,5.32,3.75,,,4,1,0,6,0,2,14.0,73.0,319.0,,17.0,98.0,8.07,4.71,22.0
Justin McCareins,2001,WR,Northern Illinois,8,4.51,38.0,,,4,1,1,8,0,5,33.0,74.0,209.0,41.0,,129.0,7.06,3.99,22.0
Jesse Palmer,2001,QB,Florida,2,4.78,40.0,,,4,1,0,3,0,0,1.0,74.0,231.0,35.5,,112.0,7.13,4.29,22.0
Ed Hartwell,2001,LB,Western Illinois,10,,,,,4,1,1,6,0,3,28.0,,,,,,,,23.0
Curtis Fuller,2001,DB,TCU,3,4.45,55.56,,,4,1,0,4,0,0,3.0,70.0,186.0,36.0,18.0,114.0,7.2,4.21,23.0
Floyd Womack,2001,OT,Mississippi State,3,,,,,4,1,1,10,0,5,30.0,,,,,,,,22.0
Brandon Manumaleuna,2001,TE,Arizona,4,4.99,1.67,,,4,1,1,10,0,7,8.0,74.0,275.0,30.0,,106.0,7.49,4.26,21.0
Shawn Worthen,2001,DT,TCU,3,5.18,21.25,,,4,1,0,1,0,0,0.0,73.0,310.0,30.0,23.0,103.0,7.5,4.61,25.0
Cedric James,2001,WR,TCU,3,4.49,42.0,,,4,1,0,2,0,0,0.0,74.0,204.0,43.0,,134.0,,,22.0
Elliot Silvers,2001,OT,Washington,2,5.43,20.0,,,5,2,0,0,0,0,0.0,79.0,348.0,31.5,19.0,99.0,7.81,4.66,
Mario Fatafehi,2001,DT,Kansas State,4,5.29,7.5,,,5,2,0,4,0,2,13.0,74.0,295.0,,,,,,22.0
Jeremiah Pharms,2001,LB,Washington,2,4.91,0.0,,,5,2,0,0,0,0,0.0,72.0,257.0,32.5,,106.0,7.37,4.53,
Victor Leyva,2001,OG,Arizona State,3,5.33,29.33,,,5,2,0,2,0,0,1.0,75.0,313.0,30.0,37.0,105.0,8.0,4.73,23.0
Vinny Sutherland,2001,WR,Purdue,4,4.48,44.0,,,5,2,0,2,0,0,0.0,69.0,192.0,,,,,,23.0
Matt Lehr,2001,C,Virginia Tech,3,5.28,42.67,,,5,2,1,8,0,3,23.0,74.0,290.0,31.5,28.0,111.0,7.59,4.44,22.0
Bernard Robertson,2001,OT,Tulane,6,5.24,42.35,,,5,2,0,2,0,0,3.0,75.0,308.0,30.0,19.0,106.0,8.06,4.58,22.0
